"Plot Title: Adventure"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 21652379, SEN S/N: 21652379)","Temp, °C (LGR S/N: 21652379, SEN S/N: 21652379)"
3272,12/09/24 11:47:30 AM,102.118,25.416
3273,12/09/24 12:02:30 PM,102.096,25.416
3274,12/09/24 12:17:30 PM,102.068,25.610
3275,12/09/24 12:32:30 PM,102.059,25.708
3276,12/09/24 12:47:30 PM,102.007,25.805
3277,12/09/24 01:02:30 PM,102.009,25.902
3278,12/09/24 01:17:30 PM,101.998,25.902
3279,12/09/24 01:32:30 PM,101.954,25.902
3280,12/09/24 01:47:30 PM,101.943,25.902
3281,12/09/24 02:02:30 PM,101.921,25.902
3282,12/09/24 02:17:30 PM,101.910,25.902
3283,12/09/24 02:32:30 PM,101.898,25.902
3284,12/09/24 02:47:30 PM,101.910,25.902
3285,12/09/24 03:02:30 PM,101.887,25.902
3286,12/09/24 03:17:30 PM,101.876,25.902
3287,12/09/24 03:32:30 PM,101.887,25.902
3288,12/09/24 03:47:30 PM,101.898,25.902
3289,12/09/24 04:02:30 PM,101.898,25.902
3290,12/09/24 04:17:30 PM,101.910,25.902
3291,12/09/24 04:32:30 PM,101.910,25.902
3292,12/09/24 04:47:30 PM,101.921,25.902
3293,12/09/24 05:02:30 PM,101.921,25.902
3294,12/09/24 05:17:30 PM,101.910,25.902
3295,12/09/24 05:32:30 PM,101.929,25.805
3296,12/09/24 05:47:30 PM,101.951,25.805
3297,12/09/24 06:02:30 PM,101.949,25.708
3298,12/09/24 06:17:30 PM,101.971,25.708
3299,12/09/24 06:32:30 PM,101.968,25.610
3300,12/09/24 06:47:30 PM,101.977,25.513
3301,12/09/24 07:02:30 PM,102.010,25.513
3302,12/09/24 07:17:30 PM,102.029,25.416
3303,12/09/24 07:32:30 PM,102.029,25.416
3304,12/09/24 07:47:30 PM,102.049,25.319
3305,12/09/24 08:02:30 PM,102.060,25.319
3306,12/09/24 08:17:30 PM,102.071,25.319
3307,12/09/24 08:32:30 PM,102.091,25.222
3308,12/09/24 08:47:30 PM,102.102,25.222
3309,12/09/24 09:02:30 PM,102.102,25.222
3310,12/09/24 09:17:30 PM,102.121,25.125
3311,12/09/24 09:32:30 PM,102.099,25.125
3312,12/09/24 09:47:30 PM,102.108,25.028
3313,12/09/24 10:02:30 PM,102.108,25.028
3314,12/09/24 10:17:30 PM,102.108,25.028
3315,12/09/24 10:32:30 PM,102.130,25.028
3316,12/09/24 10:47:30 PM,102.108,25.028
3317,12/09/24 11:02:30 PM,102.097,25.028
3318,12/09/24 11:17:30 PM,102.097,25.028
3319,12/09/24 11:32:30 PM,102.086,25.028
3320,12/09/24 11:47:30 PM,102.074,25.028
3321,12/10/24 12:02:30 AM,102.063,25.028
3322,12/10/24 12:17:30 AM,102.052,25.028
3323,12/10/24 12:32:30 AM,102.052,25.028
3324,12/10/24 12:47:30 AM,102.006,24.931
3325,12/10/24 01:02:30 AM,102.017,24.931
3326,12/10/24 01:17:30 AM,102.006,24.931
3327,12/10/24 01:32:30 AM,102.006,24.931
3328,12/10/24 01:47:30 AM,101.983,24.931
3329,12/10/24 02:02:30 AM,101.972,24.931
3330,12/10/24 02:17:30 AM,101.939,24.931
3331,12/10/24 02:32:30 AM,101.928,24.931
3332,12/10/24 02:47:30 AM,101.928,24.931
3333,12/10/24 03:02:30 AM,101.928,24.931
3334,12/10/24 03:17:30 AM,101.928,24.931
3335,12/10/24 03:32:30 AM,101.928,24.931
3336,12/10/24 03:47:30 AM,101.917,24.931
3337,12/10/24 04:02:30 AM,101.917,24.931
3338,12/10/24 04:17:30 AM,101.917,24.931
3339,12/10/24 04:32:30 AM,101.928,24.931
3340,12/10/24 04:47:30 AM,101.917,24.931
3341,12/10/24 05:02:30 AM,101.926,24.835
3342,12/10/24 05:17:30 AM,101.926,24.835
3343,12/10/24 05:32:30 AM,101.937,24.835
3344,12/10/24 05:47:30 AM,101.948,24.835
3345,12/10/24 06:02:30 AM,101.959,24.835
3346,12/10/24 06:17:30 AM,101.959,24.835
3347,12/10/24 06:32:30 AM,101.959,24.835
3348,12/10/24 06:47:30 AM,101.967,24.738
3349,12/10/24 07:02:30 AM,101.978,24.738
3350,12/10/24 07:17:30 AM,102.000,24.738
3351,12/10/24 07:32:30 AM,102.023,24.738
3352,12/10/24 07:47:30 AM,102.056,24.738
3353,12/10/24 08:02:30 AM,102.067,24.738
3354,12/10/24 08:17:30 AM,102.091,24.835
3355,12/10/24 08:32:30 AM,102.103,24.835
3356,12/10/24 08:47:30 AM,102.127,24.931
3357,12/10/24 09:02:30 AM,102.138,24.931
3358,12/10/24 09:17:30 AM,102.163,25.028
3359,12/10/24 09:32:30 AM,102.141,25.028
3360,12/10/24 09:47:30 AM,102.143,25.125
3361,12/10/24 10:02:30 AM,102.154,25.125
3362,12/10/24 10:17:30 AM,102.121,25.125
3363,12/10/24 10:32:30 AM,102.113,25.222
3364,12/10/24 10:47:30 AM,102.124,25.222
3365,12/10/24 11:02:30 AM,102.102,25.222
3366,12/10/24 11:17:30 AM,102.082,25.319
3367,12/10/24 11:32:30 AM,102.060,25.319
3368,12/10/24 11:47:30 AM,102.038,25.319
3369,12/10/24 12:02:30 PM,102.018,25.416
3370,12/10/24 12:17:30 PM,102.010,25.513
3371,12/10/24 12:32:30 PM,101.990,25.610
3372,12/10/24 12:47:30 PM,101.971,25.708
3373,12/10/24 01:02:30 PM,101.951,25.805
3374,12/10/24 01:17:30 PM,101.929,25.805
3375,12/10/24 01:32:30 PM,101.927,25.708
3376,12/10/24 01:47:30 PM,101.915,25.708
3377,12/10/24 02:02:30 PM,101.902,25.610
3378,12/10/24 02:17:30 PM,101.880,25.610
3379,12/10/24 02:32:30 PM,101.891,25.610
3380,12/10/24 02:47:30 PM,101.869,25.610
3381,12/10/24 03:02:30 PM,101.869,25.610
3382,12/10/24 03:17:30 PM,101.891,25.610
3383,12/10/24 03:32:30 PM,101.858,25.610
3384,12/10/24 03:47:30 PM,101.869,25.610
3385,12/10/24 04:02:30 PM,101.869,25.610
3386,12/10/24 04:17:30 PM,101.858,25.610
3387,12/10/24 04:32:30 PM,101.869,25.610
3388,12/10/24 04:47:30 PM,101.869,25.610
3389,12/10/24 05:02:30 PM,101.866,25.513
3390,12/10/24 05:17:30 PM,101.866,25.513
3391,12/10/24 05:32:30 PM,101.888,25.513
3392,12/10/24 05:47:30 PM,101.888,25.513
3393,12/10/24 06:02:30 PM,101.908,25.416
3394,12/10/24 06:17:30 PM,101.919,25.416
3395,12/10/24 06:32:30 PM,101.916,25.319
3396,12/10/24 06:47:30 PM,101.916,25.319
3397,12/10/24 07:02:30 PM,101.938,25.319
3398,12/10/24 07:17:30 PM,101.927,25.319
3399,12/10/24 07:32:30 PM,101.947,25.222
3400,12/10/24 07:47:30 PM,101.969,25.222
3401,12/10/24 08:02:30 PM,101.980,25.222
3402,12/10/24 08:17:30 PM,101.980,25.222
3403,12/10/24 08:32:30 PM,101.980,25.222
3404,12/10/24 08:47:30 PM,102.011,25.125
3405,12/10/24 09:02:30 PM,102.000,25.125
3406,12/10/24 09:17:30 PM,102.000,25.125
3407,12/10/24 09:32:30 PM,101.986,25.028
3408,12/10/24 09:47:30 PM,102.008,25.028
3409,12/10/24 10:02:30 PM,102.008,25.028
3410,12/10/24 10:17:30 PM,102.008,25.028
3411,12/10/24 10:32:30 PM,102.008,25.028
3412,12/10/24 10:47:30 PM,102.017,24.931
3413,12/10/24 11:02:30 PM,101.994,24.931
3414,12/10/24 11:17:30 PM,101.994,24.931
3415,12/10/24 11:32:30 PM,101.981,24.835
3416,12/10/24 11:47:30 PM,101.959,24.835
3417,12/11/24 12:02:30 AM,101.948,24.835
3418,12/11/24 12:17:30 AM,101.970,24.835
3419,12/11/24 12:32:30 AM,101.948,24.835
3420,12/11/24 12:47:30 AM,101.959,24.835
3421,12/11/24 01:02:30 AM,101.956,24.738
3422,12/11/24 01:17:30 AM,101.945,24.738
3423,12/11/24 01:32:30 AM,101.923,24.738
3424,12/11/24 01:47:30 AM,101.901,24.738
3425,12/11/24 02:02:30 AM,101.890,24.738
3426,12/11/24 02:17:30 AM,101.857,24.738
3427,12/11/24 02:32:30 AM,101.843,24.641
3428,12/11/24 02:47:30 AM,101.843,24.641
3429,12/11/24 03:02:30 AM,101.843,24.641
3430,12/11/24 03:17:30 AM,101.832,24.641
3431,12/11/24 03:32:30 AM,101.843,24.641
3432,12/11/24 03:47:30 AM,101.843,24.641
3433,12/11/24 04:02:30 AM,101.865,24.641
3434,12/11/24 04:17:30 AM,101.843,24.641
3435,12/11/24 04:32:30 AM,101.874,24.545
3436,12/11/24 04:47:30 AM,101.885,24.545
3437,12/11/24 05:02:30 AM,101.896,24.545
3438,12/11/24 05:17:30 AM,101.882,24.448
3439,12/11/24 05:32:30 AM,101.904,24.448
3440,12/11/24 05:47:30 AM,101.915,24.448
3441,12/11/24 06:02:30 AM,101.915,24.448
3442,12/11/24 06:17:30 AM,101.946,24.351
3443,12/11/24 06:32:30 AM,101.946,24.351
3444,12/11/24 06:47:30 AM,101.979,24.351
3445,12/11/24 07:02:30 AM,101.979,24.351
3446,12/11/24 07:17:30 AM,102.001,24.351
3447,12/11/24 07:32:30 AM,102.023,24.351
3448,12/11/24 07:47:30 AM,102.034,24.351
3449,12/11/24 08:02:30 AM,102.048,24.448
3450,12/11/24 08:17:30 AM,102.059,24.448
3451,12/11/24 08:32:30 AM,102.081,24.448
3452,12/11/24 08:47:30 AM,102.117,24.545
3453,12/11/24 09:02:30 AM,102.106,24.545
3454,12/11/24 09:17:30 AM,102.142,24.641
3455,12/11/24 09:32:30 AM,102.142,24.641
3456,12/11/24 09:47:30 AM,102.131,24.641
3457,12/11/24 10:02:30 AM,102.144,24.738
3458,12/11/24 10:17:30 AM,102.133,24.738
3459,12/11/24 10:32:30 AM,102.136,24.835
3460,12/11/24 10:47:30 AM,102.125,24.835
3461,12/11/24 11:02:30 AM,102.125,24.835
3462,12/11/24 11:17:30 AM,102.105,24.931
3463,12/11/24 11:32:30 AM,102.094,24.931
3464,12/11/24 11:47:30 AM,102.105,24.931
3465,12/11/24 12:02:30 PM,102.074,25.028
3466,12/11/24 12:17:30 PM,102.052,25.028
3467,12/11/24 12:32:30 PM,102.022,25.125
3468,12/11/24 12:47:30 PM,101.989,25.125
3469,12/11/24 01:02:30 PM,101.958,25.222
3470,12/11/24 01:17:30 PM,101.949,25.319
3471,12/11/24 01:32:30 PM,101.938,25.319
3472,12/11/24 01:47:30 PM,101.927,25.319
3473,12/11/24 02:02:30 PM,101.905,25.319
3474,12/11/24 02:17:30 PM,101.894,25.319
3475,12/11/24 02:32:30 PM,101.872,25.319
3476,12/11/24 02:47:30 PM,101.886,25.416
3477,12/11/24 03:02:30 PM,101.852,25.416
3478,12/11/24 03:17:30 PM,101.852,25.416
3479,12/11/24 03:32:30 PM,101.841,25.416
3480,12/11/24 03:47:30 PM,101.830,25.416
3481,12/11/24 04:02:30 PM,101.830,25.416
3482,12/11/24 04:17:30 PM,101.841,25.416
3483,12/11/24 04:32:30 PM,101.852,25.416
3484,12/11/24 04:47:30 PM,101.852,25.416
3485,12/11/24 05:02:30 PM,101.864,25.416
3486,12/11/24 05:17:30 PM,101.864,25.416
3487,12/11/24 05:32:30 PM,101.864,25.416
3488,12/11/24 05:47:30 PM,101.872,25.319
3489,12/11/24 06:02:30 PM,101.883,25.319
3490,12/11/24 06:17:30 PM,101.925,25.222
3491,12/11/24 06:32:30 PM,101.914,25.222
3492,12/11/24 06:47:30 PM,101.933,25.125
3493,12/11/24 07:02:30 PM,101.944,25.125
3494,12/11/24 07:17:30 PM,101.942,25.028
3495,12/11/24 07:32:30 PM,101.964,25.028
3496,12/11/24 07:47:30 PM,101.986,25.028
3497,12/11/24 08:02:30 PM,101.975,25.028
3498,12/11/24 08:17:30 PM,102.019,25.028
3499,12/11/24 08:32:30 PM,102.008,25.028
3500,12/11/24 08:47:30 PM,102.008,25.028
3501,12/11/24 09:02:30 PM,102.039,24.931
3502,12/11/24 09:17:30 PM,102.006,24.931
3503,12/11/24 09:32:30 PM,102.028,24.931
3504,12/11/24 09:47:30 PM,102.028,24.931
3505,12/11/24 10:02:30 PM,102.050,24.931
3506,12/11/24 10:17:30 PM,102.039,24.931
3507,12/11/24 10:32:30 PM,102.050,24.931
3508,12/11/24 10:47:30 PM,102.028,24.931
3509,12/11/24 11:02:30 PM,102.025,24.835
3510,12/11/24 11:17:30 PM,102.014,24.835
3511,12/11/24 11:32:30 PM,102.025,24.835
3512,12/11/24 11:47:30 PM,102.003,24.835
3513,12/12/24 12:02:30 AM,101.989,24.738
3514,12/12/24 12:17:30 AM,102.000,24.738
3515,12/12/24 12:32:30 AM,101.976,24.641
3516,12/12/24 12:47:30 AM,101.976,24.641
3517,12/12/24 01:02:30 AM,101.965,24.641
3518,12/12/24 01:17:30 AM,101.932,24.641
3519,12/12/24 01:32:30 AM,101.920,24.641
3520,12/12/24 01:47:30 AM,101.929,24.545
3521,12/12/24 02:02:30 AM,101.907,24.545
3522,12/12/24 02:17:30 AM,101.885,24.545
3523,12/12/24 02:32:30 AM,101.874,24.545
3524,12/12/24 02:47:30 AM,101.885,24.545
3525,12/12/24 03:02:30 AM,101.885,24.545
3526,12/12/24 03:17:30 AM,101.874,24.545
3527,12/12/24 03:32:30 AM,101.852,24.545
3528,12/12/24 03:47:30 AM,101.874,24.545
3529,12/12/24 04:02:30 AM,101.852,24.545
3530,12/12/24 04:17:30 AM,101.893,24.448
3531,12/12/24 04:32:30 AM,101.882,24.448
3532,12/12/24 04:47:30 AM,101.860,24.448
3533,12/12/24 05:02:30 AM,101.860,24.448
3534,12/12/24 05:17:30 AM,101.891,24.351
3535,12/12/24 05:32:30 AM,101.891,24.351
3536,12/12/24 05:47:30 AM,101.902,24.351
3537,12/12/24 06:02:30 AM,101.902,24.351
3538,12/12/24 06:17:30 AM,101.913,24.351
3539,12/12/24 06:32:30 AM,101.913,24.351
3540,12/12/24 06:47:30 AM,101.924,24.351
3541,12/12/24 07:02:30 AM,101.946,24.351
3542,12/12/24 07:17:30 AM,101.966,24.255
3543,12/12/24 07:32:30 AM,101.966,24.255
3544,12/12/24 07:47:30 AM,101.954,24.255
3545,12/12/24 08:02:30 AM,101.988,24.255
3546,12/12/24 08:17:30 AM,102.012,24.351
3547,12/12/24 08:32:30 AM,102.023,24.351
3548,12/12/24 08:47:30 AM,102.023,24.351
3549,12/12/24 09:02:30 AM,102.034,24.351
3550,12/12/24 09:17:30 AM,102.026,24.448
3551,12/12/24 09:32:30 AM,102.026,24.448
3552,12/12/24 09:47:30 AM,102.026,24.448
3553,12/12/24 10:02:30 AM,102.040,24.545
3554,12/12/24 10:17:30 AM,102.020,24.641
3555,12/12/24 10:32:30 AM,102.009,24.641
3556,12/12/24 10:47:30 AM,101.989,24.738
3557,12/12/24 11:02:30 AM,102.011,24.738
3558,12/12/24 11:17:30 AM,101.989,24.738
3559,12/12/24 11:32:30 AM,101.978,24.738
3560,12/12/24 11:47:30 AM,101.948,24.835
3561,12/12/24 12:02:30 PM,101.892,24.835
3562,12/12/24 12:17:30 PM,101.906,24.931
3563,12/12/24 12:32:30 PM,101.878,25.125
3564,12/12/24 12:47:30 PM,101.825,25.222
3565,12/12/24 01:02:30 PM,101.792,25.222
3566,12/12/24 01:17:30 PM,101.770,25.222
3567,12/12/24 01:32:30 PM,101.748,25.222
3568,12/12/24 01:47:30 PM,101.748,25.222
3569,12/12/24 02:02:30 PM,101.704,25.222
3570,12/12/24 02:17:30 PM,101.704,25.222
3571,12/12/24 02:32:30 PM,101.670,25.222
3572,12/12/24 02:47:30 PM,101.659,25.222
3573,12/12/24 03:02:30 PM,101.659,25.222
3574,12/12/24 03:17:30 PM,101.626,25.222
3575,12/12/24 03:32:30 PM,101.618,25.319
3576,12/12/24 03:47:30 PM,101.618,25.319
3577,12/12/24 04:02:30 PM,101.629,25.319
3578,12/12/24 04:17:30 PM,101.629,25.319
3579,12/12/24 04:32:30 PM,101.629,25.319
3580,12/12/24 04:47:30 PM,101.651,25.319
3581,12/12/24 05:02:30 PM,101.637,25.222
3582,12/12/24 05:17:30 PM,101.637,25.222
3583,12/12/24 05:32:30 PM,101.659,25.222
3584,12/12/24 05:47:30 PM,101.646,25.125
3585,12/12/24 06:02:30 PM,101.668,25.125
3586,12/12/24 06:17:30 PM,101.698,25.028
3587,12/12/24 06:32:30 PM,101.707,24.931
3588,12/12/24 06:47:30 PM,101.740,24.931
3589,12/12/24 07:02:30 PM,101.749,24.835
3590,12/12/24 07:17:30 PM,101.782,24.835
3591,12/12/24 07:32:30 PM,101.793,24.835
3592,12/12/24 07:47:30 PM,101.790,24.738
3593,12/12/24 08:02:30 PM,101.801,24.738
3594,12/12/24 08:17:30 PM,101.810,24.641
3595,12/12/24 08:32:30 PM,101.821,24.641
3596,12/12/24 08:47:30 PM,101.832,24.641
3597,12/12/24 09:02:30 PM,101.829,24.545
3598,12/12/24 09:17:30 PM,101.818,24.545
3599,12/12/24 09:32:30 PM,101.852,24.545
3600,12/12/24 09:47:30 PM,101.860,24.448
3601,12/12/24 10:02:30 PM,101.871,24.448
3602,12/12/24 10:17:30 PM,101.849,24.448
3603,12/12/24 10:32:30 PM,101.860,24.448
3604,12/12/24 10:47:30 PM,101.835,24.351
3605,12/12/24 11:02:30 PM,101.824,24.351
3606,12/12/24 11:17:30 PM,101.813,24.351
3607,12/12/24 11:32:30 PM,101.800,24.255
3608,12/12/24 11:47:30 PM,101.778,24.255
3609,12/13/24 12:02:30 AM,101.766,24.255
3610,12/13/24 12:17:30 AM,101.755,24.255
3611,12/13/24 12:32:30 AM,101.744,24.255
3612,12/13/24 12:47:30 AM,101.744,24.255
3613,12/13/24 01:02:30 AM,101.744,24.255
3614,12/13/24 01:17:30 AM,101.733,24.255
3615,12/13/24 01:32:30 AM,101.700,24.255
3616,12/13/24 01:47:30 AM,101.669,24.351
3617,12/13/24 02:02:30 AM,101.636,24.351
3618,12/13/24 02:17:30 AM,101.636,24.351
3619,12/13/24 02:32:30 AM,101.625,24.351
3620,12/13/24 02:47:30 AM,101.603,24.351
3621,12/13/24 03:02:30 AM,101.592,24.351
3622,12/13/24 03:17:30 AM,101.603,24.351
3623,12/13/24 03:32:30 AM,101.592,24.351
3624,12/13/24 03:47:30 AM,101.592,24.351
3625,12/13/24 04:02:30 AM,101.590,24.255
3626,12/13/24 04:17:30 AM,101.612,24.255
3627,12/13/24 04:32:30 AM,101.612,24.255
3628,12/13/24 04:47:30 AM,101.601,24.255
3629,12/13/24 05:02:30 AM,101.601,24.255
3630,12/13/24 05:17:30 AM,101.612,24.255
3631,12/13/24 05:32:30 AM,101.623,24.255
3632,12/13/24 05:47:30 AM,101.656,24.255
3633,12/13/24 06:02:30 AM,101.656,24.255
3634,12/13/24 06:17:30 AM,101.678,24.255
3635,12/13/24 06:32:30 AM,101.678,24.255
3636,12/13/24 06:47:30 AM,101.687,24.158
3637,12/13/24 07:02:30 AM,101.698,24.158
3638,12/13/24 07:17:30 AM,101.709,24.158
3639,12/13/24 07:32:30 AM,101.731,24.158
3640,12/13/24 07:47:30 AM,101.764,24.158
3641,12/13/24 08:02:30 AM,101.755,24.255
3642,12/13/24 08:17:30 AM,101.755,24.255
3643,12/13/24 08:32:30 AM,101.789,24.255
3644,12/13/24 08:47:30 AM,101.824,24.351
3645,12/13/24 09:02:30 AM,101.813,24.351
3646,12/13/24 09:17:30 AM,101.835,24.351
3647,12/13/24 09:32:30 AM,101.827,24.448
3648,12/13/24 09:47:30 AM,101.838,24.448
3649,12/13/24 10:02:30 AM,101.818,24.545
3650,12/13/24 10:17:30 AM,101.818,24.545
3651,12/13/24 10:32:30 AM,101.810,24.641
3652,12/13/24 10:47:30 AM,101.788,24.641
3653,12/13/24 11:02:30 AM,101.779,24.738
3654,12/13/24 11:17:30 AM,101.768,24.738
3655,12/13/24 11:32:30 AM,101.760,24.835
3656,12/13/24 11:47:30 AM,101.749,24.835
3657,12/13/24 12:02:30 PM,101.715,24.835
3658,12/13/24 12:17:30 PM,101.696,24.931
3659,12/13/24 12:32:30 PM,101.690,25.125
3660,12/13/24 12:47:30 PM,101.659,25.222
3661,12/13/24 01:02:30 PM,101.629,25.319
3662,12/13/24 01:17:30 PM,101.618,25.319
3663,12/13/24 01:32:30 PM,101.593,25.222
3664,12/13/24 01:47:30 PM,101.582,25.222
3665,12/13/24 02:02:30 PM,101.538,25.222
3666,12/13/24 02:17:30 PM,101.538,25.222
3667,12/13/24 02:32:30 PM,101.527,25.222
3668,12/13/24 02:47:30 PM,101.504,25.222
3669,12/13/24 03:02:30 PM,101.493,25.222
3670,12/13/24 03:17:30 PM,101.493,25.222
3671,12/13/24 03:32:30 PM,101.496,25.319
3672,12/13/24 03:47:30 PM,101.485,25.319
3673,12/13/24 04:02:30 PM,101.485,25.319
3674,12/13/24 04:17:30 PM,101.485,25.319
3675,12/13/24 04:32:30 PM,101.496,25.319
3676,12/13/24 04:47:30 PM,101.496,25.319
3677,12/13/24 05:02:30 PM,101.518,25.319
3678,12/13/24 05:17:30 PM,101.507,25.319
3679,12/13/24 05:32:30 PM,101.504,25.222
3680,12/13/24 05:47:30 PM,101.527,25.222
3681,12/13/24 06:02:30 PM,101.502,25.125
3682,12/13/24 06:17:30 PM,101.546,25.125
3683,12/13/24 06:32:30 PM,101.521,25.028
3684,12/13/24 06:47:30 PM,101.555,25.028
3685,12/13/24 07:02:30 PM,101.541,24.931
3686,12/13/24 07:17:30 PM,101.561,24.835
3687,12/13/24 07:32:30 PM,101.580,24.738
3688,12/13/24 07:47:30 PM,101.602,24.738
3689,12/13/24 08:02:30 PM,101.600,24.641
3690,12/13/24 08:17:30 PM,101.622,24.641
3691,12/13/24 08:32:30 PM,101.608,24.545
3692,12/13/24 08:47:30 PM,101.628,24.448
3693,12/13/24 09:02:30 PM,101.639,24.448
3694,12/13/24 09:17:30 PM,101.647,24.351
3695,12/13/24 09:32:30 PM,101.658,24.351
3696,12/13/24 09:47:30 PM,101.656,24.255
3697,12/13/24 10:02:30 PM,101.689,24.255
3698,12/13/24 10:17:30 PM,101.675,24.158
3699,12/13/24 10:32:30 PM,101.675,24.158
3700,12/13/24 10:47:30 PM,101.673,24.062
3701,12/13/24 11:02:30 PM,101.684,24.062
3702,12/13/24 11:17:30 PM,101.651,24.062
3703,12/13/24 11:32:30 PM,101.648,23.966
3704,12/13/24 11:47:30 PM,101.670,23.966
3705,12/14/24 12:02:30 AM,101.646,23.869
3706,12/14/24 12:17:30 AM,101.646,23.869
3707,12/14/24 12:32:30 AM,101.632,23.773
3708,12/14/24 12:47:30 AM,101.610,23.773
3709,12/14/24 01:02:30 AM,101.607,23.677
3710,12/14/24 01:17:30 AM,101.607,23.677
3711,12/14/24 01:32:30 AM,101.594,23.581
3712,12/14/24 01:47:30 AM,101.583,23.581
3713,12/14/24 02:02:30 AM,101.583,23.581
3714,12/14/24 02:17:30 AM,101.558,23.484
3715,12/14/24 02:32:30 AM,101.547,23.484
3716,12/14/24 02:47:30 AM,101.500,23.388
3717,12/14/24 03:02:30 AM,101.500,23.388
3718,12/14/24 03:17:30 AM,101.498,23.292
3719,12/14/24 03:32:30 AM,101.498,23.292
3720,12/14/24 03:47:30 AM,101.498,23.292
3721,12/14/24 04:02:30 AM,101.495,23.196
3722,12/14/24 04:17:30 AM,101.506,23.196
3723,12/14/24 04:32:30 AM,101.504,23.100
3724,12/14/24 04:47:30 AM,101.493,23.100
3725,12/14/24 05:02:30 AM,101.504,23.100
3726,12/14/24 05:17:30 AM,101.523,23.004
3727,12/14/24 05:32:30 AM,101.546,23.004
3728,12/14/24 05:47:30 AM,101.568,23.004
3729,12/14/24 06:02:30 AM,101.601,23.004
3730,12/14/24 06:17:30 AM,101.598,22.908
3731,12/14/24 06:32:30 AM,101.620,22.908
3732,12/14/24 06:47:30 AM,101.643,22.908
3733,12/14/24 07:02:30 AM,101.654,22.908
3734,12/14/24 07:17:30 AM,101.673,22.812
3735,12/14/24 07:32:30 AM,101.684,22.812
3736,12/14/24 07:47:30 AM,101.720,22.908
3737,12/14/24 08:02:30 AM,101.731,22.908
3738,12/14/24 08:17:30 AM,101.775,22.908
3739,12/14/24 08:32:30 AM,101.786,22.908
3740,12/14/24 08:47:30 AM,101.789,23.004
3741,12/14/24 09:02:30 AM,101.802,23.100
3742,12/14/24 09:17:30 AM,101.827,23.196
3743,12/14/24 09:32:30 AM,101.830,23.292
3744,12/14/24 09:47:30 AM,101.832,23.388
3745,12/14/24 10:02:30 AM,101.846,23.484
3746,12/14/24 10:17:30 AM,101.848,23.581
3747,12/14/24 10:32:30 AM,101.840,23.677
3748,12/14/24 10:47:30 AM,101.842,23.773
3749,12/14/24 11:02:30 AM,101.834,23.869
3750,12/14/24 11:17:30 AM,101.823,23.869
3751,12/14/24 11:32:30 AM,101.792,23.966
3752,12/14/24 11:47:30 AM,101.772,24.062
3753,12/14/24 12:02:30 PM,101.750,24.062
3754,12/14/24 12:17:30 PM,101.733,24.255
3755,12/14/24 12:32:30 PM,101.714,24.351
3756,12/14/24 12:47:30 PM,101.686,24.545
3757,12/14/24 01:02:30 PM,101.677,24.641
3758,12/14/24 01:17:30 PM,101.646,24.738
3759,12/14/24 01:32:30 PM,101.658,24.738
3760,12/14/24 01:47:30 PM,101.635,24.738
3761,12/14/24 02:02:30 PM,101.635,24.738
3762,12/14/24 02:17:30 PM,101.624,24.738
3763,12/14/24 02:32:30 PM,101.616,24.835
3764,12/14/24 02:47:30 PM,101.605,24.835
3765,12/14/24 03:02:30 PM,101.583,24.835
3766,12/14/24 03:17:30 PM,101.585,24.931
3767,12/14/24 03:32:30 PM,101.585,24.931
3768,12/14/24 03:47:30 PM,101.574,24.931
3769,12/14/24 04:02:30 PM,101.577,25.028
3770,12/14/24 04:17:30 PM,101.588,25.028
3771,12/14/24 04:32:30 PM,101.599,25.028
3772,12/14/24 04:47:30 PM,101.599,25.028
3773,12/14/24 05:02:30 PM,101.599,25.028
3774,12/14/24 05:17:30 PM,101.610,25.028
3775,12/14/24 05:32:30 PM,101.621,25.028
3776,12/14/24 05:47:30 PM,101.621,25.028
3777,12/14/24 06:02:30 PM,101.641,24.931
3778,12/14/24 06:17:30 PM,101.652,24.931
3779,12/14/24 06:32:30 PM,101.671,24.835
3780,12/14/24 06:47:30 PM,101.693,24.835
3781,12/14/24 07:02:30 PM,101.682,24.835
3782,12/14/24 07:17:30 PM,101.702,24.738
3783,12/14/24 07:32:30 PM,101.702,24.738
3784,12/14/24 07:47:30 PM,101.710,24.641
3785,12/14/24 08:02:30 PM,101.735,24.738
3786,12/14/24 08:17:30 PM,101.766,24.641
3787,12/14/24 08:32:30 PM,101.755,24.641
3788,12/14/24 08:47:30 PM,101.788,24.641
3789,12/14/24 09:02:30 PM,101.788,24.641
3790,12/14/24 09:17:30 PM,101.785,24.545
3791,12/14/24 09:32:30 PM,101.805,24.448
3792,12/14/24 09:47:30 PM,101.805,24.448
3793,12/14/24 10:02:30 PM,101.835,24.351
3794,12/14/24 10:17:30 PM,101.835,24.351
3795,12/14/24 10:32:30 PM,101.800,24.255
3796,12/14/24 10:47:30 PM,101.830,24.158
3797,12/14/24 11:02:30 PM,101.819,24.158
3798,12/14/24 11:17:30 PM,101.819,24.158
3799,12/14/24 11:32:30 PM,101.817,24.062
3800,12/14/24 11:47:30 PM,101.828,24.062
3801,12/15/24 12:02:30 AM,101.814,23.966
3802,12/15/24 12:17:30 AM,101.814,23.966
3803,12/15/24 12:32:30 AM,101.792,23.966
3804,12/15/24 12:47:30 AM,101.781,23.966
3805,12/15/24 01:02:30 AM,101.789,23.869
